CESU Name,Federal Agency,Fiscal Year,Award Number,Local Number,Partner,Location,Project Title,Type,Discipline,Initial Amount,Added Amount,Total Amount,Partner Principal Investigator First Name,Partner Principal Investigator Last Name,Federal Tech Rep First Name,Federal Tech Rep Last Name,Federal Project Lead First Name,Federal Project Lead Last Name,Students Involved,Sensitive Data,Description,Notes,Received Date,Reviewed Date,Approved Date,Start Date,End Date,Project Status,Awarding Office,Modification Status,Modification Number,Modification Type,Modification Approved Date,Deliverables Received,Files
Colorado Plateau (COPL),National Park Service,2008,7470080049,NAU-299,Northern Arizona University,WACA| WUPA,Conduct Cultural Affiliation Consultations,Technical Assistance,Cultural,"$10,000.00","$40,118.61","$50,118.61",David,Ostergren,Gwenn,Gallenstein,,,Yes,No,,,,,,9/15/08,3/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7470080054,NAU-279,Northern Arizona University,WACA,Archeological Recovery of Remains from Island Trail,Technical Assistance,Cultural,"$3,813.00","$80,204.00","$84,017.00",Christian,Downum,Lloyd,Masayumptewa,,,Yes,No,,Extended end date. Administratively closed 12-23-10.,,,,4/1/08,8/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7470080073,NAU-287,Northern Arizona University,WUPA,Genetic Analysis of Phragmites Australis,Research,Natural,"$7,385.00","$81,077.00","$88,462.00",Gery,Allen,Paul,Whitefield,,,Yes,No,,7470-8761-NNS $4000              7470-NZY $3385,,,,9/1/08,1/30/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7470080074,AAF-002,The Arboretum at Flagstaff,WUPA,"Native Plant Propagation, Heiser Spring Restoration",Research,Natural,"$4,400.00",$0.00,"$4,400.00",Sheila,Murray,Paul,Whitefield,,,No,No,,,,,,9/1/08,12/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7470080087,NAU-298,Northern Arizona University,WUPA,"Herbarium Specimen Preparation, Seep, & Spring Flora Inventory",Research,Natural,"$1,469.00","$38,272.00","$39,741.00",Tina,Ayers,Paul,Whitefield,,,No,No,,,,,,9/22/08,9/1/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7481080014,UAZCP-169,University of Arizona,TUMA,Parkwide Cultural Landscape Inventory & National Register Nominations,Technical Assistance,Cultural,"$60,900.00",$0.00,"$60,900.00",Lauri,Johnson,Carrie,Mardorf,,,No,No,,"final invoice, deobligation of remaining funds 6/2011
6 reports submitted as final reports",,,,8/16/80,12/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7481080015,ASU-045,Arizona State University,ORPI,Complete Cultural Landscape Inventories & National Register Documents for Victoria Mine & Quitobaquito Areas,Technical Assistance,Cultural,"$27,600.00",$0.00,"$27,600.00",Nancy,Dallett,Jill,Cowley,,,Yes,No,,,,,,8/18/08,1/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7481080016,UNM-020,University of New Mexico,SAPU| ELMA,Cultural Landscape Inventories for Gran Quivira  Unit,Technical Assistance,Cultural,"$50,000.00",$0.00,"$50,000.00",Baker,Morrow,Carrie,Mardorf,,,Yes,No,,,,,,8/11/08,11/15/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7481080017,UAZCP-145,University of Arizona,SAGU,Conduct Archeological Condition Assessments for IMR Corrective Action Plan,Technical Assistance,Cultural,"$7,652.00",$0.00,"$7,652.00",Brooks,Jeffery,Jeremy,Moss,,,Yes,No,,,,,,10/1/08,10/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,7810080027,UNM-017,University of New Mexico,WHSA,Preliminary Hearth Mound GIS Maps,Research,Interdisciplinary,"$7,020.00",$0.00,"$7,020.00",,,David,Bustos,,,Yes,No,,,,,,10/1/08,1/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100070199,UAZCP-170,University of Arizona,TUZI,Confirm NAGPRA Inventory Phase II,Research,Cultural,"$4,000.00",$0.00,"$4,000.00",Beth,Grindell,Kim,Beckwith,,,No,No,,"1217-IARD-SYM $2000, 1217-8081-UGZ $2000; closed adm/tech 1-4-11",,,,9/30/08,1/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080045,UAZCP-120,University of Arizona,WACC| CACH,Treat Posts from Canyon de Chelly National Monument and Western Archeological and Conservation Center,Technical Assistance,Cultural,"$46,951.00",$0.00,"$46,951.00",Richard,Lange,Tef,Rodeffer,,,No,No,,"CR/HISTORIC STRUCTURES
Admin closed 10/1/10",,,,1/15/08,5/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080046,UAZCP-119,University of Arizona,GRTE,"Conserve EthNographic Objects in Grand Teton's VerNon Collection, Phase IV",Technical Assistance,Cultural,"$8,920.00",$0.00,"$8,920.00",Beth,Grindell,Tef,Rodeffer,,,No,No,,Admin closed 10/1/10,,,,1/15/08,7/1/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080070,UAZCP-121,University of Arizona,TUZI| TUMA,Provide Exhibit Assistance to Tumacccori National Historical Park and Tuzigoot National Monument,Educational,Cultural,"$16,167.00",$0.00,"$16,167.00",Richard,Lange,Tef,Rodeffer,,,No,No,,,,,,3/1/08,12/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080098,UAZCP-122,University of Arizona,DINo,"Complete 2008 Cataloging Maps, Blueprints & Drawings",Technical Assistance,Interdisciplinary,"$19,449.00",$0.00,"$19,449.00",Richard,Lange,Tef,Rodeffer,,,No,No,,Admin closed 10/1/10,,,,3/21/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080099,UAZCP-123,University of Arizona,DINo,Catalog Earl Douglass Quarry Collections for DiNosaur National Monument,Technical Assistance,Interdisciplinary,"$22,400.00",$0.00,"$22,400.00",Beth,Grindell,Lynn,Mitchell,,,Yes,No,,,,,,3/21/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080101,UAZCP-130,University of Arizona,CHIR| FOBO,Manage FY 2008 Museum Collection Reporting & Assessment for Chiricahua and Fort Bowie,Technical Assistance,Cultural,"$6,000.00",$0.00,"$6,000.00",Richard,Lange,Lynn,Mitchell,,,No,No,,"8620-UZC  $3000     8420-UZC $3000
Admin closed 10/4/10",,,,4/1/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080102,UAZCP-125,University of Arizona,CORO,Manage 2008 Museum Collection Reporting and Assessment at Coronado National Memorial,Technical Assistance,Cultural,"$3,000.00",$0.00,"$3,000.00",Beth,Grindell,Kim,Beckwith,,,No,No,,,,,,4/1/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080108,UAZCP-124,University of Arizona,GRKO,Process Archival Collections for Grant-Kohrs Ranch National Historic Site,Technical Assistance,Interdisciplinary,"$8,135.00",$0.00,"$8,135.00",Beth,Grindell,Lynn,Mitchell,,,No,No,,,,,,3/21/08,9/30/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080138,UAZCP-127,University of Arizona,CACH,Photograph and Fabricate Mounts for Treated Pots from Canyon De Chelly National Monument and Western Archeological and Conservation Center,Technical Assistance,Cultural,"$30,848.00",$0.00,"$30,848.00",Richard,Lange,Tef,Rodeffer,,,No,No,,see also the final report for UAZCP-120,,,,5/15/08,5/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080148,UAZCP-132,University of Arizona,WACC,Provide Library Assistance for Santa Fe Move 2008,Technical Assistance,Interdisciplinary,"$24,996.00",$0.00,"$24,996.00",Beth,Grindell,Tef,Rodeffer,,,Yes,No,,,,,,6/15/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080149,UAZCP-133,University of Arizona,COLM,Catalog Archives for Colorado National Monument,Technical Assistance,Cultural,"$12,589.00",$0.00,"$12,589.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,,,,,6/15/08,3/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080160,UAZCP-134,University of Arizona,OSFT,Upgrade Museum Cases,Technical Assistance,Cultural,"$28,125.00",$0.00,"$28,125.00",Beth,Grindell,Tef,Rodeffer,,,No,No,,,,,,6/15/08,3/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080160,UAZCP-158,University of Arizona,OSFT,Upgrade Museum Cases (Old Santa Fe Trail Building) Phase II,Technical Assistance,Cultural,"$3,028.00",$0.00,"$3,028.00",Beth,Grindell,Tef,Rodeffer,,,Yes,No,,,,,,7/15/08,5/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080192,UAZCP-154,University of Arizona,SAGU,Catalog Natural History Archives for Saguaro National Park,Technical Assistance,Cultural,"$27,505.00",$0.00,"$27,505.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,,,,,7/15/08,1/31/13,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080193,UAZCP-136,University of Arizona,TONT,Manage FY08 Museum Collection Reporting and Correct Documentation Deficiencies for Tonto National Monument,Technical Assistance,Cultural,"$15,500.00",$0.00,"$15,500.00",Richard,Lange,,,,,Yes,No,,8680-8051-MCE $12500                        8680-CZY $3000                              Extended end date,,,,7/15/08,12/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080196,UAZCP-166,University of Arizona,IMDE,Catalog Archives from the Intermountain Regional Office,Technical Assistance,Cultural,"$27,848.00",$0.00,"$27,848.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,,,,,7/15/08,3/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080200,UAZCP-161,University of Arizona,CHIR,Conduct Collection Condition Survey,Research,Cultural,"$5,000.00",$0.00,"$5,000.00",Richard,Lange,Tef,Rodeffer,,,No,No,,Admin closed 10/5/10; tech closed on 12-2-10,,,,8/1/08,12/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080201,UAZCP-153,University of Arizona,CHCU,Catalog Archives for Chaco Culture Historical Park,Technical Assistance,Cultural,"$24,081.00",$0.00,"$24,081.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,closed adm/tech 1-5-11,,,,7/15/08,1/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080203,UAZCP-155,University of Arizona,ARCH| NABR,Catalog Southeast Utah Group Resource Management Archives,Technical Assistance,Interdisciplinary,"$5,000.00",$0.00,"$5,000.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,,,,,8/15/08,12/31/12,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080205,UAZCP-160,University of Arizona,TUZI| TUMA,Provide Exhibit Assistance,Educational,Cultural,"$6,002.00",$0.00,"$6,002.00",Richard,Lange,Tef,Rodeffer,,,No,No,,"8690-MZB  8700-6016-I8E; closed adm/tech 1-4-11
Admin closed 10/5/10",,,,8/1/08,12/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080206,UAZCP-151,University of Arizona,ELMO,Catalog Inscription Preservation Archives,Technical Assistance,Cultural,"$7,634.00",$0.00,"$7,634.00",Richard,Lange,Lynn,Mitchell,,,No,No,,Documents for this project are missing. Scope related to UAZCP-109?,,,,8/15/08,3/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080216,UAZCP-146,University of Arizona,WACC,Upgrade Objects Repository Storage for WACC,Technical Assistance,Cultural,"$58,186.00",$0.00,"$58,186.00",Richard,Lange,Kim,Beckwith,,,Yes,No,,Extended end date,,,,8/15/08,12/31/12,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080216,UAZCP-157,University of Arizona,WACC,Maintain Library & Respond to Research Requests,Technical Assistance,Cultural,"$5,001.00",$0.00,"$5,001.00",Richard,Lange,Tef,Rodeffer,,,No,No,,,,,,6/15/08,12/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080240,UAZCP-162,University of Arizona,IMDE,Move Santa Fe & WACC Libraries & Archives,Technical Assistance,Cultural,"$27,347.00",$0.00,"$27,347.00",Richard,Lange,Tef,Rodeffer,,,Yes,No,,8105-LIBR-CZY $23847  ; 7481-HIST-CYH $3500; closed T/A 1-4-11,,,,9/15/08,9/30/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080241,UAZCP-165,University of Arizona,IMDE,Improve Preservation & Access to Mission Photographs Western Archeological & Conservation Center,Technical Assistance,Cultural,"$9,094.00",$0.00,"$9,094.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,closed tech 1-4-11,,,,8/15/08,3/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080243,UAZCP-150,University of Arizona,MOCA| TUZI,Catalog Natural History Archives for Montezuma Castle and Tuzigoot NM,Technical Assistance,Cultural,"$6,000.00",$0.00,"$6,000.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,"IMR Contr. Deobligated $1,936.25 11-8-10, No rpts rec'd",,,,9/15/08,4/30/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080245,UAZCP-163,University of Arizona,IMDE,Improve Archives Storage & Access at WACC,Technical Assistance,Cultural,"$6,495.00",$0.00,"$6,495.00",Rich,Lange,Lynn,Mitchell,,,Yes,No,,1347-0100-CZS $400 8105-0877-COC $6095; closed tech 1-4-11,,,,9/15/08,3/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080246,UAZCP-143,University of Arizona,CHIR,Move Chiricahua National Monument Collections to Western Archeological & Conservation Center (WACC),Technical Assistance,Cultural,"$5,000.00",$0.00,"$5,000.00",Richard,Lange,,,,,Yes,No,,,,,,9/15/08,6/30/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080250,UAZCP-149,University of Arizona,CHIC| OKCI,Conduct Archives Survey for Chickasaw NRA and Oklahoma City NM,Technical Assistance,Cultural,"$7,000.00",$0.00,"$7,000.00",Richard,Lange,Lynn,Mitchell,,,No,No,,Admin closed 10/4/10; tech closed 1-5-11,,,,9/15/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8100080252,UAZCP-152,University of Arizona,MOCA,Catalog Museum Collections for Montezuma Castle NM,Technical Assistance,Interdisciplinary,"$2,120.00",$0.00,"$2,120.00",Richard,Lange,Kim,Beckwith,,,Yes,No,,"Original amount included TUMA, this is a modified TA for just MOCA",,,,9/15/08,3/31/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,810080110,UAZCP-129,University of Arizona,CHIC,Catalog Platte National Park Archives,Technical Assistance,Interdisciplinary,"$14,650.00",$0.00,"$14,650.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,Admin closed 10/4/10,,,,4/1/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,810080118,UAZCP-128,University of Arizona,DINo,"Catalog River Management and ""H"" Files for DiNosaur National Monument",Technical Assistance,Interdisciplinary,"$32,516.00",$0.00,"$32,516.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,"1400-0865-UOC $1658                  1400-0866-UOC $4239                  1400-0867-UOC $26,599                     Mulitple Accounts all PWE UOC",,,,4/15/08,9/30/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,810080151,UAZCP-135,University of Arizona,CAPU,Catalog Archives for Capulin VolcaNo National Monument,Technical Assistance,Cultural,"$20,598.00",$0.00,"$20,598.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,Extended end date,,,,6/15/08,12/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,81100080312,UAZCP-171,University of Arizona,IMDE,Improve Accountability & Access to Information at WACC,Technical Assistance,Cultural,"$29,001.00",$0.00,"$29,001.00",Richard,Lange,Lynn,Mitchell,,,Yes,No,,,,,,9/25/08,12/13/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8120070099,NAU-267,Northern Arizona University,CHIS,Catalog Botanic Specimens into ANCS+ Phase II,Technical Assistance,Interdisciplinary,"$69,688.00","$202,525.00","$272,213.00",Ron,Hiebert,Ann,Huston,,,No,No,,"Report submitted for NAU-242, 267 and 290 at one time.",,,,1/28/08,12/31/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8120070099,NAU-290,Northern Arizona University,CHIS,Catalog Botanic Specimens into ANCS+ Phase III,Technical Assistance,Interdisciplinary,"$10,269.00",$0.00,"$10,269.00",Ron,Hiebert,Ann,Huston,,,No,No,,"8120-0801-UOC $7769; 9086-0801-UOC $2500; Report submitted for NAU-242, 267 and 290 at one time.",,,,8/25/08,3/31/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8132080138,WASO-08-0004,Northern Arizona University,DEVA,Invertebrate Identification,Research,Natural,"$6,674.00",$0.00,"$6,674.00",Neil,Cobb,David,Elk,,,No,No,,J number taken from NAU mod form- see electronic file,,,,6/30/08,6/1/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8213070031,MNA-027,Museum of Northern Arizona,GRCA,Archaeological Synthesis Database Management,Technical Assistance,Cultural,"$5,989.00",$0.00,"$5,989.00",Francis,Smiley,Ellen,Brennan,,,No,No,,8213-0801-CYA $4000; 8213-10000-NZY $1989,,,,10/1/08,8/28/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8219071543,MNA-025,Museum of Northern Arizona,GRCA,Archaeological Data Recovery at Two Sites in Grand Canyon National Park,Research,Cultural,"$52,106.00",$0.00,"$52,106.00",Theodore,Neff,Jennifer,Dierker,,,No,No,,"8219-EC01-577 $20100 Hermit Road Site, 8219-1213-M8S Three Mile Resthouse Site",,,,11/1/07,3/31/12,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8219071610,NAU-266,Northern Arizona University,GRCA,Modification to NAU-261 Develop Software Application for Vegetation Mapping Field Data Collection Using Handheld Devices for Field testing of draft applications,Technical Assistance,Natural,"$1,791.00",$0.00,"$1,791.00",Peter,Fule,Michael,Kearsley,,,No,No,,Only one hard copy received. Report also covers NAU-261.,,,,12/1/07,12/15/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8219081435,NAU-270,Northern Arizona University,GRCA,Redevelopment of the Office/Maintenance Campus Plan,Technical Assistance,Social,"$18,250.00",$0.00,"$18,250.00",Karan,English,Phil,Fessler,,,Yes,No,,,,,,5/19/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8219081441,NAU-272,Northern Arizona University,GRCA,Sustainability of Public Restroom Facility Bright Angel Trailhead (Green Toilet),Technical Assistance,Social,"$6,991.00",$0.00,"$6,991.00",Karan,English,Michael,Terzich,,,Yes,No,,,,,,5/19/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8219081442,NAU-271,Northern Arizona University,GRCA,Survey Bright Angel Trailhead Plaza Area,Technical Assistance,Social,"$7,364.00",$0.00,"$7,364.00",Karan,English,Michael,Terzich,,,Yes,No,,,,,,6/1/08,6/30/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8227082009,NAU-275,Northern Arizona University,GRCA,Grand Canyon Burn Severity Research Project,Research,Natural,"$144,000.00","$41,208.00","$185,208.00",Andrea,Thode,Eric,Gdula,,,Yes,No,,MS Student supported for 2.5 years,,,,1/1/09,4/1/12,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8430080089,UAZCP-140,University of Arizona,PEFO,Performing Energy Audit & Developing and Energy Plan,Research,Natural,"$30,000.00",$0.00,"$30,000.00",Nader,Chalfoun,,,,,Yes,No,,,,,,10/1/08,3/31/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8430080810,UAZCP-141,University of Arizona,PEFO,Cultural Affiliation Study NAGPRA Inventory Completion & Improved Visitor Interpretation of Native American Culture & History Phase I,Research,Cultural,"$30,000.00",$0.00,"$30,000.00",T.J.,Ferguson,,,,,Yes,No,,Will receive a final report when UAZCP-207 and 213 have been completed (Phase II and III).,,,,9/30/08,6/1/11,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,86500800272,CDA-06,Archaeology Southwest,MOCA,Analysis Artifact Assemblages Recovered AZ 0:5:75,Research,Interdisciplinary,"$24,618.00",$0.00,"$24,618.00",Susan,Hall,Matt,Guebard,,,No,No,,,,,,9/1/08,6/30/10,,,,,,,,
Colorado Plateau (COPL),National Park Service,2008,8813051510,ASU-038,Arizona State University,YOSE,"Visitor Experiences and Transportation Study in Yosemite National Park, Phase III",Technical Assistance,Social,"$4,420.00",$0.00,"$4,420.00",Dave,White,Bert,Meldrum,,,No,No,,Start date is probably incorrect- this is an FY08 project. End date on docs shows 10/31/08,,,,1/1/07,6/30/08,,,,,,,,
