Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2007,144507009,CSUCP-120,,Colorado State University (CSU),GLCA,Co-sponsorship of a Guide to Cyprinid Larvae and Early Juveniles of the Upper Colorado River Basin with Computer-Interactive Key,Anderson,Mark,Snyder,Darrel,2007-06-01 00:00,2008-09-01 00:00,Natural,,,"$15,000.00 ","$15,000.00 ",,0,H1200040002,1440CEC3RYY,,,,,RYY,,,Final Report,,,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Darrel Snyder,Mark Anderson
National Park Service (NPS),2017,P17AC00605,P17AC00605,,University of Nevada - Reno (UNR),SCPN,Climate Monitoring and Climate Station Support for Arizona NPS Stations formerly in the U.S. Regional Climate Reference Network ,Schrade,Mary Anne,McCurdy,Greg,2017-05-26 00:00,2018-12-31 00:00,Natural,$0.00 ,$0.00 ,"$12,876.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,"$12,876.00 ",0,Greg McCurdy,Mary Anne Schrade
National Park Service (NPS),2007,8100070050,UAZCP-079,UAZCP-071,University of Arizona (UAZ),LYJO,Catalog Archives from Lyndon B.  Johnson NHP Phase II,Mitchell,Lynn,Grindell,Beth,2007-08-01 00:00,2008-09-30 00:00,Interdisciplinary,,,"$5,738.00 ","$5,738.00 ",,0,H1200040002,73570765UOC,,,,,UOC,,,Final Report,Nov-08,Jan-08,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,8120070099,NAU-242,,Northern Arizona University (NAU),CHIS,Catalog Channel Islands National Park Botanic Specimens into ANCS+,Huston,Ann,Ostergren,David,2007-07-02 00:00,2008-06-30 00:00,Interdisciplinary,,,"$36,066.00 ","$36,066.00 ",,0,H1200040002,81200702UOC,,,,,UOC,,,Final Report,Sep-11,Mar-12,"Report submitted for NAU-242, 267 and 290 at one time.",1,,,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,David Ostegren,Ann Huston
National Park Service (NPS),2007,8100070114,UAZCP-081,,University of Arizona (UAZ),WACC,Provide Registrar Assistance at the Western Archeological and Conservation Center,Beckwith,Kim,Lange,Rich,2007-07-01 00:00,2010-09-30 00:00,Cultural,,,"$42,336.00 ","$42,336.00 ",,0,H1200040002,81050703CZC,,,,,CZC,,,Final Report,Dec-10,Dec-10,Closed admin and tech on 12-23-10,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Kim Beckwith
National Park Service (NPS),2007,8100070127,UAZCP-080,,University of Arizona (UAZ),GRCA,Catalog Glen Canyon Dam Archival Collection,Mitchell,Lynn,Grindell,Beth,2007-08-01 00:00,2008-09-30 00:00,Interdisciplinary,,,"$8,237.00 ","$8,237.00 ",,0,H12000040002,82193901703,,,,,703,,,Final Report,Nov-08,Jan-09,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,8100070148,UAZCP-084,,University of Arizona (UAZ),TONT,Manage FY07 Museum Collection Reporting and Assessment for Tonto National Monument,Beckwith,Kim,Grindell,Beth,2007-07-01 00:00,2008-09-30 00:00,Interdisciplinary,,,"$2,999.00 ","$2,999.00 ",,0,H12000040002,8680-0775-COC,,,,,COC,,,Final Report,Feb-09,Apr-09,,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Kim Beckwith
National Park Service (NPS),2017,P17AC00995,P17AC00995,,Colorado Mesa University (CMU),IMRO,Rosebud Battlefield NHL State Park Fire Line and Fire Break Archeological Assessment,Bauer,Skylar,Scott,Douglas,2017-08-01 00:00,2018-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$12,352.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$12,352.00 ",0,Douglas Scott,Skylar Bauer
National Park Service (NPS),2007,8100070151,UAZCP-083,,University of Arizona (UAZ),CHIR/FOBO,Manage 2007 Museum Collection Reporting & Assessment,Beckwith,Kim,Grindell,Beth,2007-07-01 00:00,2008-09-30 00:00,Interdisciplinary,,,"$6,000.00 ","$6,000.00 ",,0,H1200040002,8620-UZC,,,,,UZC,,,Final Report,Feb-09,Apr-09,8620UZC $3800                                 8640UZC $3800,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Kim Beckwith
National Park Service (NPS),2007,8100070150,UAZCP-082,,University of Arizona (UAZ),WACC,"Catalog Historic ""H"" Files from the Western Archeological and Conservation Center",Mitchell,Lynn,Lange,Rich,2007-08-01 00:00,2010-03-31 00:00,Cultural,,,"$28,855.00 ","$28,855.00 ",,0,H1200040002,8105-0771-UOC,,,,,UOC,,,Final Report,Dec-10,Dec-10,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,1496060030,FLC-005,FLC-003,Fort Lewis College (FLC),MEVE,Fort Lewis Intern Program at Mesa Verde National Park,Travis,Scott,Ninnemann,John,2006-11-13 00:00,2008-05-31 00:00,Interdisciplinary,,,"$6,800.00 ","$6,800.00 ",,0,H12000040002,1492-5001-N81,,,,,UOC,,,Final Report,Jan-10,Mar-12,1492-5001-N81: $3400                  1496-0765-UOC: $3400,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Educational,0,0,0,,1,John Ninnemann,Scott Travis
National Park Service (NPS),2007,8219070855,NAU-245,,Northern Arizona University (NAU),GRCA,"Analysis, Curation, and Reporting of Archaeological Materials from Site AZ:B 16:105 (GRCA), Grand Canyon National Park",Deirker,Jennifer,Downum,Christian,2007-05-21 00:00,2010-10-15 00:00,Cultural,,,"$6,633.00 ","$6,633.00 ",,0,H1200040002,8219-1042-703,,,2009-12-31 00:00,,703,,,Final Report,Oct-11,Mar-12,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,1,0,0,,1,Chris Downum,Jennifer Dierker
National Park Service (NPS),2007,8601060313,NAU-246,NAU-232,Northern Arizona University (NAU),TONT,Analysis Prior to Invasive Preservation Work at Three Primary Cliff Dwellings in Tonto National Monument,Hubbard,Duane,Downum,Christian,2007-06-25 00:00,2010-09-30 00:00,Cultural,,,"$56,254.00 ","$56,254.00 ",,0,H1200040002,8680-6103-C2A,,,,,CMS,,,,Jun-12,,"86806103C2A:$47,754                           86800740CMS: $8500
Report submitted covers both NAU-232 and NAU-246.",1,2007-07-05 00:00,"$56,254.00 ",,Budget increase and project period extension.,2009-01-16 00:00,$0.00 ,,Project period extension.,2010-04-12 00:00,$0.00 ,,Project period extension.,,$0.00 ,,,,,,,,,,,Research,1,0,0,,1,Chris Downum,Duane Hubbard
National Park Service (NPS),2007,8100070145,UAZCP-086,,University of Arizona (UAZ),IMDE,Catalog Planning Division Archives Southwest Regional Office,Mitchell,Lynn,Lange,Rich,2007-08-01 00:00,2009-03-31 00:00,Interdisciplinary,,,"$27,836.00 ","$27,836.00 ",,0,H1200040002,8105-0768-UOC,,,,,UOC,,,Final Report,,,Admin Closed 10/4/10,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,8100060250,UAZCP-085,,University of Arizona (UAZ),SAND,Catalog Archives & Project Files Phase II,Mitchell,Lynn,Grindell,Beth,2007-08-01 00:00,2008-12-31 00:00,Interdisciplinary,,,"$6,499.00 ","$6,499.00 ",,0,H1200040002,1315-CZC,,,,,CZC,,,Final Report,09-Apr,Dec-09,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
National Park Service (NPS),2007,7390070016,NAU-243,,Northern Arizona University (NAU),CACH,Developing an All Taxa Biodiversity Inventory (ATBI) Program,,,Cobb,Neil,2007-04-15 00:00,2011-02-28 00:00,Natural,,,"$10,000.00 ","$10,000.00 ",,0,H1200040002,7390-CECP-RYY,,,,,RYY,,,Final Report,12-23-10,Jan-11,closed administratively and technically 12-23-10,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Educational,0,0,0,,1,Neil Cobb,Ann Huston
National Park Service (NPS),2007,2128070104,NAU-244,,Northern Arizona University (NAU),MOJA,Determine if Trained Detection Dogs are a Viable & Cost-Effective Method for Locating Above Ground Bat Roosts in Forest & Rangeland Ecosystems,Chung-MacCoubrey,Alice,Chambers,Carol,2007-06-18 00:00,2008-06-21 00:00,Natural,,,"$15,970.00 ","$15,970.00 ",,0,H1200040002,2128-0601-454,,,,,454,,,Final Report,see comments,see comments,No reports were required for CPCESU when this project was initiated. JJB closed the project on 4-24-2012.,0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Carol Chambers,Alice Chung-MacCoubrey
National Park Service (NPS),2007,1496070027,NAU-248,,Northern Arizona University (NAU),MEVE,Investigate Embedded Cobble Concern in Mancos River,San Miguel,George,Taylor,Joyal,2007-07-01 00:00,2008-01-15 00:00,Natural,,,"$14,999.00 ","$14,999.00 ",,0,H1200040002,1496-CECP-RYY,,,,,RYY,,,Final Report,2003-03-08,Mar-08,2 hardcopies of Final report rcvd,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Joyal Taylor,George San Miguel
National Park Service (NPS),2017,P17AC00068,P17AC00068,,Utah State University (USU),SCPN,Identification & Enumeration of Aquatic Macroinvertebrates to Support Long-term Monitoring of Aquatic Macroinvertebrate Communities in National Park Service Units of the Southern Colorado Plateau Network; Utah State University � 2017,Weissinger,Rebecca,Miller,Scott,2017-01-12 00:00,2019-01-13 00:00,Natural,$0.00 ,$0.00 ,"$12,150.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,"$12,150.00 ",0,Scott Miller,Rebecca Weissinger
National Park Service (NPS),2007,1597070168,NAU-260,,Northern Arizona University (NAU),ZION,Treatment Effectiveness Monitoring for the Dakota Hill Complex Burned Area Rehabilitation Treatments,Decker,Cheryl,Thode,Andrea,2007-08-21 00:00,2010-09-01 00:00,Natural,$0.00 ,$0.00 ,"$302,296.79 ","$302,296.79 ","$107,957.00 ",0,H1200040002,1597-DQ5N-B11,FOR35WA,,,,B11,,,Final Report,Jul-11,Aug-11,"Additional Contact for Key Official: Katie Johnson
Electronic report on NAU jump drive. Report covers NAU-234, 260 and 320.",1,2007-09-06 00:00,"$236,199.00 ",$0.00 ,"This modification updates the budget from $107,957.00 to $344,156.00. This modification clears the At-Risk status. The official award is attached.",2011-03-11 00:00,$0.00 ,$0.00 ,"Sponsor initiated change to ATR from Kelly Fuhrmann to Cheryl Decker.
FYI: NPS Park Representative and PI are currently discussing the need for a no cost time extension for this project.",2011-11-08 00:00,"($41,859.21)",$0.00 ,"This modification establishes the final invoiced and paid amount of this task agreement at $302,296.79 and de-obligates excess funding of $41,859.21. The task is administratively closed.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,0,0,,1,Andrea Thode,Cheryl Decker
National Park Service (NPS),2007,7470070296,NAU-259,NAU-286,Northern Arizona University (NAU),"WACA, FLAG","Avian Inventory, Walnut Canyon National Monument",Whitefield,Paul,Ostegren,David,2007-09-01 00:00,2011-08-15 00:00,Natural,$0.00 ,$0.00 ,"$21,059.00 ","$21,059.00 ",$0.00 ,0,H1200040002,7470-NZY,CSE35VZ,,,,NZY,,,Final Report,Jul-11,Aug-11,"ONPS FLAG NR Program                     location: FLAG area monuments, WACA",1,2008-09-08 00:00,"$4,286.00 ",$0.00 ,Budget increase and project period extension.,2010-03-26 00:00,$0.00 ,$0.00 ,This a budget reallocation per the attached SPAR.,2010-08-19 00:00,$0.00 ,$0.00 ,Project period extension.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,David Ostegren,Paul Whitefield
National Park Service (NPS),2007,2118070020,USUCP-027,USURM-24,Utah State University (USU),NCPN,Identification and Enumeration of Aquatic Macroinvertebrate Samples to Support Long-Term Monitoring of Aquatic Macroinvertebrate Communities in National Park Service Units of the Northern Colorado Plateau Network Phase II of USUCP-24,Perkins,Dustin,Vinson,Mark,2007-09-30 00:00,2010-09-30 00:00,Natural,$0.00 ,$0.00 ,"$12,925.00 ","$12,925.00 ",$0.00 ,0,H1200040002,2118-1202-NII,,,,,NII,RMCESU Funded,,Final Report,Feb-11,Feb-11,"same report for 27, 28 and 24",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Mark Vinson,Dustin Perkins
National Park Service (NPS),2007,8100070221,UAZCP-115,UAZCP-110,University of Arizona (UAZ),GRTE,"Catalog Archives from Grand Teton National Park, Phase II",Mitchell,Lynn,Lange,Rich,2007-08-01 00:00,2009-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$3,209.00 ","$3,209.00 ",$0.00 ,0,H1200040002,1465-0765-UOC,,,,,UOC,,,Final Report,Dec-10,Dec-10,closed adm/tech 1-5-11,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2007,8670070720,UAZCP-116,,University of Arizona (UAZ),SAGU,"Archival Research and National Register Assessment of Historic Roads and Trails at Saguaro National Park, Tucson, Arizona",Wells,Susan,Lomawaima,Hartman,2007-09-01 00:00,2008-03-31 00:00,Cultural,$0.00 ,$0.00 ,"$3,877.00 ","$3,877.00 ",$0.00 ,0,H1200040002,8674-2007-NZP,,,,,NZP,,,Final Report,7/2008,,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,0,0,,1,Hartman Lomawaima,Susan Wells
National Park Service (NPS),2007,1242060111,ASU-034,ASU-027,Arizona State University (ASU),WACC,"Student Curatorial Museum Internship for Museum Collections Documentation & Storage, Phase II",Beckwith,Kim,Simon,Arleyn,2007-09-14 00:00,2009-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$3,000.00 ","$3,000.00 ",$0.00 ,0,H1200040002,1242-0531-CCH,,,,,CCH,,,Final Report,Nov-09,Dec-10,Email to Simon 1-5-11 rpt not received (SEE ASU-027),1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,0,0,,1,Arleyn Simon,Kim Beckwith
National Park Service (NPS),2008,8219071543,MNA-025,,Museum of Northern Arizona (MNA),GRCA,Archaeological Data Recovery at Two Sites in Grand Canyon National Park,Dierker,Jennifer,Neff,Theodore,2007-11-01 00:00,2012-03-31 00:00,Cultural,$0.00 ,$0.00 ,"$52,106.00 ","$52,106.00 ",$0.00 ,0,H1200040002,"8219-EC01-577, 8219-1213-M8S",,,2009-10-30 00:00,,577,,,Final Report,Apr-12,Jul-12,"8219-EC01-577 $20100 Hermit Road Site, 8219-1213-M8S Three Mile Resthouse Site",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,0,0,,1,Theodore Neff,Jennifer Dierker
National Park Service (NPS),2007,H1200040002,NAU-258,,Northern Arizona University (NAU),CPCESU,"Watershed Restoration Colorado Plateau: Review & Summary of Projects Across Federal, Tribal, & State Agencies",Bischoff,Judy,Hiebert,Ron,2007-08-20 00:00,2009-06-30 00:00,Natural,$0.00 ,$0.00 ,"$9,641.57 ","$9,641.57 ","$10,000.00 ",0,H1200040002,1242-CECP-RYY,CSE35VX,,,,RYY,,,Final Report,,,,0,2008-08-21 00:00,$0.00 ,$0.00 ,This Modification is a budget reallocation per the attached OPAS.,2011-09-29 00:00,($358.43),$0.00 ,"The attached amendment officially closes this account. Reduction in budget from $10,000.00 to $9,641.57.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,0,0,,1,Ron Hiebert,Judy Bischoff
National Park Service (NPS),2007,8219070414,UAZCP-076,,University of Arizona (UAZ),GRCA,"Preparation of Historic Structure Report for Hermit's Rest, Grand Canyon National Park",Powell,Robert,Jeffery,R Brooks,2007-03-15 00:00,2007-10-31 00:00,Cultural,,,"$61,400.00 ","$61,400.00 ",,0,H1200040002,8219-1047-703,,2008-01-31 00:00,2008-06-30 00:00,,703,,,Final Report,Feb-08,Mar-08,,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,R. Brooks Jeffery,Robert Powell
National Park Service (NPS),2007,8813070151,CSUCP-119,,Colorado State University (CSU),YOSE,Visitor Use Estimation to Support Application of Visitor Experience & Resource Protection Program Tuolumne & Merced Wild & Scenic River,Meldrum,Bert,Newman,Peter,2007-04-01 00:00,2008-08-31 00:00,Social,,,"$46,252.00 ","$46,252.00 ",,0,H1200040002,"8813-6258-455, 8826-6008-P7N",,,,,"P7N, 455",,,Final Report,,,"8813-6258-455 $33,000                    8826-6008-P7N  $13,252",0,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Research,0,0,0,,1,Peter Newman,Bret Meldrum
National Park Service (NPS),2017,P17AC00397,P17AC00397,,Museum of Northern Arizona (MNA),WACC,Osteological Analysis to Identify Human Remains in Faunal Bone Collections,McLain,Brenda,Spurr,Kim,2017-04-15 00:00,2018-03-01 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$11,902.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,1,"$11,902.00 ",0,Kim Spurr,Brenda McLain
National Park Service (NPS),2007,1360070083,SUU-006,,Southern Utah University (SUU),CEBR,Inventory Rare Plants & Identify Management Recommendations at Cedar Breaks National Monument,Roelandt,Paul,Fertig,Walter,2007-05-15 00:00,2008-12-31 00:00,Natural,,,"$17,000.00 ","$17,000.00 ",,0,H1200040002,1360-7061-NNE,,,,,NNE,,,Final Report,Aug-11,Aug-11,Same report for SUU-011,1,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,Technical Assistance,0,0,0,,1,Walt Fertig,Paul Roelandt
National Park Service (NPS),2007,8100060149,UAZCP-100,UAZCP-028/044,University of Arizona (UAZ),MEVE,"Catalog Fire Archives from Mesa Verde National Park, Phase III",Mitchell,Lynn,Lomawaima,Hartman,2007-08-01 00:00,2008-09-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$12,374.00 ","$12,374.00 ",$0.00 ,0,H1200040002,1496-0670-UCC,,2008-12-31 00:00,2009-09-30 00:00,,UCC,,,Final Report,May-12,,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Hartman Lomawaima,Lynn Mitchell
National Park Service (NPS),2007,8219071610,NAU-261,,Northern Arizona University (NAU),GRCA,Develop Software Application for Vegetation Mapping Field Data Collection Using Handheld Electronic Devices,Michael,Kearsley,Fule,Peter,2007-08-15 00:00,2007-12-15 00:00,Natural,$0.00 ,$0.00 ,"$5,342.00 ","$5,342.00 ",$0.00 ,0,H12000040002,8219-1096-703,,,,,703,,,Final Report,Jan-12,Jul-12,2nd Principal Investigator: Scott Curran; Only one hard copy received. Report also covers NAU-266.,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Pete Fule,Michael Kearsley
National Park Service (NPS),2007,7380050008,FLC-009,FLC-002/004,Fort Lewis College (FLC),AZRU,"Hydrology Study & Migration Plan for Aztec Ruins National Monument, Year 3",Brown,Gary,White,Scott,2007-09-29 00:00,2009-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$15,000.00 ","$15,000.00 ",$0.00 ,0,H1200040002,7380-CESU-NWZ,,,,,NWZ,,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,0,0,,1,Scott White,Gary Brown
National Park Service (NPS),2007,8100070254,UAZCP-118,,University of Arizona (UAZ),WACC,Inventory & Catalog Archival Collections at the Western Archeological & Conservation Center,Mitchell,Lynn,Lange,Rich,2007-09-20 00:00,2012-09-01 00:00,Cultural,$0.00 ,$0.00 ,"$28,000.00 ","$28,000.00 ",$0.00 ,0,H1200040002,8106-SYM,,,,,SYM,,,Final Report,Jul-12,,Electronic final report is on mini-jump drive.,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2017,P17AC01065,P17AC01065,,New Mexico State University (NMSU),IMRO,Reinvestigation of Existing Archaeological Sites at Alkali Ridge NHL,Baurer,Skylar,Arakawa,Fumi,2017-07-11 00:00,2019-07-31 00:00,Cultural,$0.00 ,$0.00 ,"$11,765.00 ",$0.00 ,$0.00 ,0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,1,"$11,765.00 ",0,Fumi Arakawa,Skylar Bauer
National Park Service (NPS),2007,7380070009,ASU-035,,Arizona State University (ASU),AZRU/CHCU,Aztec Chaco Cultural Lifeways Study,Landrum,Christine,Dallett,Nancy,2007-09-11 00:00,2010-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$98,000.00 ","$98,000.00 ",$0.00 ,0,H1200040002,7380-0630-CCE,,,,,CCE,,,Final Report,,,Dave Ruppert is the Subject Matter Specialist for the ATR.,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,0,0,,1,Tara Travis,Christine Landrum
National Park Service (NPS),2007,H1200040002,NAU-264,NAU-288,Northern Arizona University (NAU),NAVA,Fire History and Vegetation Change at Navajo National Monument,Castillo,Mick,Anderson,Diana,2007-09-28 00:00,2012-05-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$45,004.00 ","$45,004.00 ",$0.00 ,0,H1200040002,7430-CESU-NZS,ENV35WH,,,,NZS,,,Final Report,,,Co Investigator R. Scott Anderson NAU-288 is Phase II.  Steve SCPN hydrologist inquired about this final report 11/2009.,0,2008-09-12 00:00,"$15,004.00 ",$0.00 ,Change in period of performance and budget.,2010-11-09 00:00,$0.00 ,$0.00 ,This action reflects a sponsor change in the NPS ATR.,2011-10-10 00:00,$0.00 ,$0.00 ,This modification updates the period of performance to 5/30/12. This mod also affects NAU-288.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,0,0,,1,Diana Anderson,Mick Castillo
National Park Service (NPS),2007,7481070012,ASU-036,ASU-029,Arizona State University (ASU),IMR,"Cultural Landscape Inventories (CLIs) and National Register Nominations, Phase II",Cowley,Jill,Dallett,Nancy,2007-09-17 00:00,2012-08-01 00:00,Cultural,$0.00 ,$0.00 ,"$8,500.00 ","$8,500.00 ",$0.00 ,0,H1200040002,7481-0CLI-UCL,,,,,UCL,,,Final Report,,,Location: IMR Cultural Resources Santa Fe Program,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Nancy Dallett,Jill Cowley
National Park Service (NPS),2007,8100070250,UAZCP-117,,University of Arizona (UAZ),WACC,Corrective Action Plan: Archives & Library Review,Mitchell,Lynn,Grindell,Beth,2007-09-20 00:00,2009-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$7,501.00 ","$7,501.00 ",$0.00 ,0,H1200040002,8106-SYM,,,,,SYM,,,Final Report,Dec-08,Apr-09,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,0,0,,1,Beth Grindell,Lynn Mitchell
